Estimate	Std. Error	t value	p_value	resp	variables	type
0.00182135124696943	3.2356140582604984e-4	5.629074463684984	1.2698206157340962e-7	biofilm_formation_escherichia_coli	water_temp_c	generalist
0.00283097852369598	7.335525550090338e-4	3.859271574156153	1.9087072411055035e-4	biofilm_formation_vibrio_cholerae	water_temp_c	generalist
0.00284588967182912	9.818578296704869e-4	2.8984742860218504	0.00451523591689192	biofilm_formation_vibrio_cholerae	n5_no3_ug_l_1	generalist
2.2007654318913949e-4	3.817021103678196e-5	5.765662206506198	6.174141557813034e-8	biotin_tranport	conductivity_u_s_cm_1	generalist
0.00443008200985492	0.00186140890120285	2.379961762830397	0.01921126925957479	calvin_cycle	gl_cov_percent	generalist
0.00232721722891632	7.57728274393757e-4	3.071308419602379	0.00274545275922084	calvin_cycle	n3_srp_ug_l_1	generalist
0.00130155371184118	6.433384268130801e-4	2.0231244669912263	0.04524588178755183	chemotaxis	gl_sa_km2	generalist
0.00174118645340201	8.747803132057352e-4	1.9904271130899491	0.0487793888668852	chemotaxis	n3_srp_ug_l_1	generalist
0.01531385225032273	0.00551871243382672	2.7748958536881005	0.00647273531035368	cobalamin_biosynthesis	ph_p_h	generalist
0.00350903543181632	0.00114743053724089	3.0581680702468863	0.00278625790971264	cobalamin_biosynthesis	gl_cov_percent	generalist
3.519026647103022e-4	9.081099917096169e-5	3.875110591480298	1.7922362774034785e-4	coenzyme_m_biosynthesis	sn_sp_dist_m	generalist
4.607511534135922e-4	1.517617791602024e-4	3.036015760774754	0.00297661418700699	coenzyme_m_biosynthesis	n5_no3_ug_l_1	generalist
0.00167152137878019	7.607577775740491e-4	2.197179480846647	0.0304888986754521	co_oxidation_c1_metabolism	chla_ug_g_1	generalist
7.673389903382164e-4	3.2985579553721807e-4	2.3262862157340405	0.02181949307802182	denitrification	water_temp_c	generalist
0.00168573107674587	3.0673532784560595e-4	5.4957186985464705	2.617990435153023e-7	dissimilatory_nitrate_reduction	conductivity_u_s_cm_1	generalist
0.00110430485696004	4.597663805267774e-4	2.401882572829252	0.01801736440014358	dissimilatory_nitrate_reduction	n4_nh4_ug_l_1	generalist
8.970905609628989e-4	3.6071647841728855e-4	2.486968615625914	0.01433056189594887	dissimilatory_nitrite_reduction	n3_srp_ug_l_1	generalist
0.00200876186258151	5.092513809098453e-4	3.944538862108924	1.448841774761505e-4	dissimilatory_sulfate_reduction	conductivity_u_s_cm_1	generalist
9.993433524731778e-4	3.0067122887954e-4	3.323707945709536	0.00122493629675454	dissimilatory_sulfate_reduction	turb_ntu	generalist
4.028766886307669e-4	1.7110107331707862e-4	2.3546122816200556	0.02028370824467714	dmsp	gl_sa_km2	generalist
0.07785910750524701	0.03248406727539404	2.3968398675317224	0.01816879456276553	e_mag_diversity	sn_sp_dist_m	generalist
2.8259380463858236e-4	1.1836248842399414e-4	2.387528417164434	0.01858352795411636	h2_oxidation	conductivity_u_s_cm_1	generalist
2.5631014005119226e-4	9.25868773473714e-5	2.7683203861553394	0.00656452943726288	h2_oxidation	turb_ntu	generalist
1.4461008477766187e-4	6.428130589628198e-5	2.249644476902671	0.02632411716306847	heterotrophy_anaerobic_respiration	sn_sp_dist_m	generalist
0.00203674678740704	9.980209257557191e-4	2.0407856537324465	0.04356339269101612	heterotrophy	chla_ug_g_1	generalist
4.690969192578747e-5	1.4380180129857203e-5	3.262107393800309	0.00146853090815772	methane_oxidation	water_temp_c	generalist
5.006463029543657e-5	1.9368724453760668e-5	2.5848181389	0.0110361719773387	methane_oxidation	n5_no3_ug_l_1	generalist
0.00625005817291096	0.00249162955733645	2.5084219098734204	0.01349913550012667	mixotrophy_autotrophy_phototrophy	gl_cov_percent	generalist
0.00925041595949036	0.00328152934705056	2.818934399536799	0.00567433409842609	mixotrophy_heterotrophy_autotrophy	sn_sp_dist_m	generalist
0.0331533417659105	0.0144019283376139	2.3020071332616645	0.02315820470250927	mixotrophy_heterotrophy_phototrophy	ph_p_h	generalist
0.00400144808525548	9.072919953219108e-4	4.41032005780648	2.3583256178177847e-5	mixotrophy_heterotrophy_phototrophy	gl_sa_km2	generalist
3.174838274723265e-4	9.210560609807662e-5	3.446954435479865	7.975831889573601e-4	nitrification	water_temp_c	generalist
5.303896356033874e-4	1.1789548345435247e-4	4.49881216873543	1.669204316873354e-5	nitrification	n3_srp_ug_l_1	generalist
0.00323279742914813	8.568427707154083e-4	3.772917902369599	2.512251759522283e-4	nitrogen_fixation	ph_p_h	generalist
1.2606348117393933e-4	4.78701615924766e-5	2.6334459082701698	0.00955569652108881	nitrogen_fixation	chla_ug_g_1	generalist
3.3596290359624094e-4	8.752114464865528e-5	3.838648419703945	1.9820832913292543e-4	nitrogen_fixation	n3_srp_ug_l_1	generalist
0.00593334240444976	0.00116173162402836	5.10732623760005	1.3741571591235597e-6	nit_denitr_dissimil_nitrate_red	conductivity_u_s_cm_1	generalist
0.00494921852979237	0.00185769454165861	2.664172402301152	0.00887165772039527	nit_denitr_dissimil_nitrate_red	n4_nh4_ug_l_1	generalist
0.00239004932541585	7.900670880086649e-4	3.0251219949433463	0.00313992401492759	none	water_temp_c	generalist
0.00281896753691229	0.00140578158162355	2.005267086837646	0.04756371334383998	none	conductivity_u_s_cm_1	generalist
0.00262055315785867	9.540358831855276e-4	2.7468077501536325	0.00736875032724455	pili	gl_cov_percent	generalist
5.416989473771708e-4	2.0589657375375253e-4	2.630927448190712	0.01013709210956606	pili	chla_ug_g_1	generalist
0.00132711428242982	5.374237557960138e-4	2.469400111396544	0.015569674817243421	pili	n4_nh4_ug_l_1	generalist
0.09668841181266248	0.03096517833183663	3.122488453853113	0.00228467506974391	p_mag_diversity	n5_no3_ug_l_1	generalist
5.223187174214139	1.833247805960104	2.8491441021955377	0.0052425428887503504	p_mag_rich	sn_sp_dist_m	generalist
10.995610208487452	3.250556701271778	3.3826852502481892	9.979834015463945e-4	p_mag_rich	n5_no3_ug_l_1	generalist
0.00355052691978048	8.140941356284083e-4	4.361322314451749	3.062572320051577e-5	reductive_citrate_cycle	water_temp_c	generalist
0.00440937505176239	0.0015177131756495	2.905275596540423	0.00448748937542754	reductive_citrate_cycle	conductivity_u_s_cm_1	generalist
0.00543464408297501	0.00131503781271601	4.1326903534055575	7.295161504087558e-5	reductive_citrate_cycle	n5_no3_ug_l_1	generalist
0.01404313013565553	0.00570671569318085	2.4608077378791005	0.01526165144683018	thiamine_biosynthesis_prokaryotes	ph_p_h	generalist
0.00234937729422865	4.691675590834359e-4	5.007544210470104	1.8808755211294056e-6	thiamine_biosynthesis_prokaryotes	turb_ntu	generalist
2.1692247069583196e-4	1.0298150968566696e-4	2.1064215445855266	0.0375476828015164	thiamine_transporter	water_temp_c	generalist
0.02467499905035765	0.011421913209662	2.1603210072971506	0.03281187059659261	thiosulfate_oxidation_sox	ph_p_h	generalist
0.00212682481444631	8.54728874535581e-4	2.4883034583357566	0.01430336125177708	urea_metabolism	water_temp_c	generalist
0.00136282218170338	6.142058688106723e-4	2.2188361442105884	0.02850893615076267	urea_metabolism	chla_ug_g_1	generalist
0.00359297579084359	0.00108470112040256	3.31241087822434	0.00124497043367183	urea_metabolism	n3_srp_ug_l_1	generalist
0.00309831115472148	9.722090607291382e-4	3.186877473038368	0.00186179136643169	vitamin_b12_transport	ph_p_h	generalist
7.023222860464737e-4	2.0185820303366843e-4	3.479285337387709	7.1602916173034e-4	vitamin_b12_transport	gl_cov_percent	generalist
3.890694344355162e-4	1.4424934380661604e-4	2.697200723194357	0.00806769154394011	vitamin_b12_transport	n4_nh4_ug_l_1	generalist
0.05638167702056318	0.02196292461260053	2.567129743195311	0.01151092701132291	v_mag_diversity	sn_sp_dist_m	generalist
0.1211835124090922	0.03252642425013449	3.725694268671144	3.0097510341721293e-4	v_mag_diversity	n5_no3_ug_l_1	generalist
35.25300623589516	15.703985461230635	2.244844553818924	0.02677418721358097	v_mag_rich	gl_sa_km2	generalist
27.877367140009436	11.74584286077288	2.3733815844846995	0.01935696078893052	v_mag_rich	chla_ug_g_1	generalist
68.76015781749456	21.27119776985679	3.2325475303009923	0.00161859689036236	v_mag_rich	n5_no3_ug_l_1	generalist
1.715118918480442e-4	6.058064808596055e-5	2.83113332833083	0.00549108044702842	wood_ljungdahl_pathway	water_temp_c	generalist
2.5818361288848903e-4	7.92884964581701e-5	3.256255628768265	0.00148997194922486	wood_ljungdahl_pathway	conductivity_u_s_cm_1	generalist
0.01597446353543105	0.00502010362899214	3.182098362108541	0.00189918020309823	x3_hp_4_hb_pathway	gl_cov_percent	generalist
0.00165164400990627	8.339295572095142e-4	1.980555786310048	0.0498728488359523	x3_hp_bi_cycle	gl_cov_percent	generalist
