C	340R_contig_574784	455367	Viruses; Varidnaviria; Bamfordvirae; Nucleocytoviricota; Megaviricetes; Imitervirales; Allomimiviridae; Heliosvirus; Heliosvirus raunefjordenense; Pyramimonas orientalis virus; 
C	GL85_DN_contig_162638	2609858	Viruses; Varidnaviria; Bamfordvirae; Preplasmiviricota; Polintoviricetes; Orthopolintovirales; Adintoviridae; Alphadintovirus; Alphadintovirus mayetiola; Mayetiola barley midge adintovirus; 
C	GL85_DN_contig_184645	212035	Viruses; Varidnaviria; Bamfordvirae; Nucleocytoviricota; Megaviricetes; Imitervirales; Mimiviridae; Mimivirus; Mimivirus bradfordmassiliense; Acanthamoeba polyphaga mimivirus; 
C	GL85_DN_contig_361337	1247379	Viruses; Varidnaviria; Bamfordvirae; Nucleocytoviricota; Megaviricetes; Imitervirales; Mimiviridae; unclassified Mimiviridae; Moumouvirus; Moumouvirus goulette; 
U	GL85_DN_contig_617035	0	
U	GL85_DN_contig_628855	0	
U	GL45_UP_contig_48236	0	
U	GL45_UP_contig_115317	0	
U	GL79_UP_contig_25455	0	
U	GL79_UP_contig_20024	0	
C	GL79_UP_contig_108694	1474867	Viruses; Varidnaviria; Bamfordvirae; Nucleocytoviricota; Megaviricetes; Algavirales; Phycodnaviridae; unclassified Phycodnaviridae; Aureococcus anophagefferens virus; 
U	GL_47_Up_contig_5802603	0	
U	GL_R11_GL15_UP_1_contig_2520	0	
U	GL_R11_GL15_UP_1_contig_16977	0	
C	GL_R11_GL15_UP_1_contig_25230	1586712	Viruses; Varidnaviria; Bamfordvirae; Nucleocytoviricota; Megaviricetes; Imitervirales; Mimiviridae; unclassified Mimiviridae; Yellowstone lake mimivirus; 
U	GL_R11_GL15_UP_1_contig_43081	0	
U	GL_R11_GL15_UP_1_contig_46017	0	
C	GL_R11_GL15_UP_1_contig_53883	455364	Viruses; Varidnaviria; Bamfordvirae; Nucleocytoviricota; Megaviricetes; Algavirales; Phycodnaviridae; unclassified Phycodnaviridae; Chrysochromulina ericina virus; 
U	GL_R11_GL15_UP_1_contig_69472	0	
U	GL_R11_GL15_UP_1_contig_115887	0	
U	GL_R11_GL15_UP_1_contig_137194	0	
C	GL_R11_GL15_UP_1_contig_170547	455364	Viruses; Varidnaviria; Bamfordvirae; Nucleocytoviricota; Megaviricetes; Algavirales; Phycodnaviridae; unclassified Phycodnaviridae; Chrysochromulina ericina virus; 
C	GL_R11_GL15_UP_1_contig_211886	251749	Viruses; Varidnaviria; Bamfordvirae; Nucleocytoviricota; Megaviricetes; Algavirales; Phycodnaviridae; Prymnesiovirus; unclassified Prymnesiovirus; Phaeocystis globosa virus; 
U	GL_R11_GL15_UP_1_contig_303015	0	
C	GL_R11_GL15_UP_1_contig_361446	455364	Viruses; Varidnaviria; Bamfordvirae; Nucleocytoviricota; Megaviricetes; Algavirales; Phycodnaviridae; unclassified Phycodnaviridae; Chrysochromulina ericina virus; 
U	GL_R11_GL15_UP_1_contig_438225	0	
U	GL_R11_GL15_UP_1_contig_439420	0	
C	GL_R11_GL15_UP_1_contig_505098	251749	Viruses; Varidnaviria; Bamfordvirae; Nucleocytoviricota; Megaviricetes; Algavirales; Phycodnaviridae; Prymnesiovirus; unclassified Prymnesiovirus; Phaeocystis globosa virus; 
U	GL_R11_GL15_UP_1_contig_575630	0	
U	GL_R11_GL15_UP_1_contig_579034	0	
U	GL_R11_GL15_UP_1_contig_608301	0	
U	GL_50_Down_contig_1762365	0	
U	GL_50_Down_contig_3691601	0	
U	GL_50_Down_contig_904591	0	
U	GL_15_Down_contig_4537583	0	
U	GL_15_Down_contig_7001862	0	
U	GL_15_Down_contig_10563044	0	
U	GL_53_Down_contig_157485	0	
U	GL_53_Down_contig_646708	0	
C	GL_53_Down_contig_4427811	10491	Viruses; Varidnaviria; Bamfordvirae; Nucleocytoviricota; Megaviricetes; Pimascovirales; Iridoviridae; Betairidovirinae; Chloriridovirus; 
U	GL_53_Down_contig_8139924	0	
U	GL_45_Down_contig_1196499	0	
U	GL_53_Up_contig_605370	0	
U	GL_53_Up_contig_698252	0	
U	GL_53_Up_contig_2276550	0	
U	GL_53_Up_contig_3832847	0	
U	GL_51_Up_contig_1605485	0	
U	GL117_UP_contig_69361	0	
U	GL102_DN_contig_12892	0	
U	GL102_DN_contig_141560	0	
U	GL102_DN_contig_260644	0	
U	GL102_DN_contig_13451	0	
U	GL103_DN_contig_710820	0	
U	GL90_DN_contig_11914	0	
U	GL90_DN_contig_79022	0	
C	GL90_DN_contig_87779	1567011	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; unclassified Caudoviricetes; Clostridium phage phiCT19406C; 
U	GL90_DN_contig_114743	0	
U	GL90_DN_contig_715394	0	
C	GL90_DN_contig_720850	455364	Viruses; Varidnaviria; Bamfordvirae; Nucleocytoviricota; Megaviricetes; Algavirales; Phycodnaviridae; unclassified Phycodnaviridae; Chrysochromulina ericina virus; 
U	GL90_DN_contig_726524	0	
C	GL90_DN_contig_117176	455364	Viruses; Varidnaviria; Bamfordvirae; Nucleocytoviricota; Megaviricetes; Algavirales; Phycodnaviridae; unclassified Phycodnaviridae; Chrysochromulina ericina virus; 
U	GL90_DN_contig_118727	0	
U	GL90_DN_contig_172989	0	
U	GL90_DN_contig_191594	0	
U	GL90_DN_contig_399280	0	
U	GL119_UP_contig_181314	0	
U	GL119_UP_contig_221291	0	
C	GL51_DN_contig_5164	455364	Viruses; Varidnaviria; Bamfordvirae; Nucleocytoviricota; Megaviricetes; Algavirales; Phycodnaviridae; unclassified Phycodnaviridae; Chrysochromulina ericina virus; 
U	GL51_DN_contig_17385	0	
U	GL51_DN_contig_18819	0	
U	GL51_DN_contig_27809	0	
U	GL51_DN_contig_28568	0	
C	GL51_DN_contig_55273	345250	Viruses; Monodnaviria; Shotokuvirae; Cressdnaviricota; Arfiviricetes; Cirlivirales; Circoviridae; Circovirus; Circovirus raven; Raven circovirus; 
U	GL51_DN_contig_56360	0	
U	GL51_DN_contig_73880	0	
U	GL51_DN_contig_96724	0	
U	GL51_DN_contig_130270	0	
U	GL51_DN_contig_135861	0	
U	GL51_DN_contig_154501	0	
U	GL51_DN_contig_192031	0	
U	GL51_DN_contig_216789	0	
C	GL51_DN_contig_218158	251749	Viruses; Varidnaviria; Bamfordvirae; Nucleocytoviricota; Megaviricetes; Algavirales; Phycodnaviridae; Prymnesiovirus; unclassified Prymnesiovirus; Phaeocystis globosa virus; 
U	GL51_DN_contig_246376	0	
C	GL51_DN_contig_276102	455364	Viruses; Varidnaviria; Bamfordvirae; Nucleocytoviricota; Megaviricetes; Algavirales; Phycodnaviridae; unclassified Phycodnaviridae; Chrysochromulina ericina virus; 
U	GL51_DN_contig_505703	0	
U	GL51_DN_contig_570425	0	
C	GL51_DN_contig_601703	455364	Viruses; Varidnaviria; Bamfordvirae; Nucleocytoviricota; Megaviricetes; Algavirales; Phycodnaviridae; unclassified Phycodnaviridae; Chrysochromulina ericina virus; 
U	GL51_DN_contig_728890	0	
U	GL51_DN_contig_733171	0	
U	GL51_DN_contig_743203	0	
U	GL51_DN_contig_747983	0	
U	GL51_DN_contig_749500	0	
U	GL96_DN_contig_668336	0	
U	GL103_UP_contig_17808	0	
C	GL103_UP_contig_18407	2268578	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Tamkungvirus; Tamkungvirus ST4; Synechococcus phage S-T4; 
C	GL103_UP_contig_86051	1985328	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Straboviridae; Slopekvirus; 
U	GL103_UP_contig_89029	0	
U	GL103_UP_contig_102979	0	
U	GL103_UP_contig_168287	0	
U	GL103_UP_contig_484470	0	
C	GL103_UP_contig_515647	2772084	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Crassvirales; Suoliviridae; Loutivirinae; Buorbuivirus; Buorbuivirus hominis; uncultured phage cr4_1; 
U	GL103_UP_contig_707673	0	
U	GL103_UP_contig_719049	0	
U	GL103_UP_contig_732615	0	
U	GL_99_UP_contig_240936	0	
U	GL_99_UP_contig_142187	0	
U	GL_99_UP_contig_344358	0	
U	GL_99_UP_contig_578725	0	
U	GL_99_UP_contig_734681	0	
U	GL65_DN_contig_249847	0	
U	GL106_DN_contig_3926	0	
U	GL106_DN_contig_9339	0	
U	GL106_DN_contig_275224	0	
U	GL116_UP_contig_15933	0	
C	GL116_UP_contig_80430	2126985	Viruses; Varidnaviria; Bamfordvirae; Nucleocytoviricota; Megaviricetes; Imitervirales; Mimiviridae; unclassified Mimiviridae; Tupanvirus; Tupanvirus soda lake; 
U	GL116_UP_contig_82489	0	
C	GL116_UP_contig_121792	1327990	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Crassvirales; Steigviridae; Asinivirinae; Akihdevirus; Akihdevirus balticus; Cellulophaga phage phi14:2; 
C	GL116_UP_contig_145559	2772069	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Crassvirales; Steigviridae; Asinivirinae; Pipoluvirus; Pipoluvirus rarus; uncultured phage cr108_1; 
U	GL116_UP_contig_155340	0	
U	GL116_UP_contig_171314	0	
U	GL116_UP_contig_197762	0	
C	GL116_UP_contig_320435	2772071	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Crassvirales; Steigviridae; Asinivirinae; Lahndsivirus; Lahndsivirus rarus; uncultured phage cr111_1; 
C	GL116_UP_contig_369958	2126985	Viruses; Varidnaviria; Bamfordvirae; Nucleocytoviricota; Megaviricetes; Imitervirales; Mimiviridae; unclassified Mimiviridae; Tupanvirus; Tupanvirus soda lake; 
U	GL116_UP_contig_433958	0	
C	GL116_UP_contig_541057	1327990	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Crassvirales; Steigviridae; Asinivirinae; Akihdevirus; Akihdevirus balticus; Cellulophaga phage phi14:2; 
U	GL116_UP_contig_594736	0	
U	GL116_UP_contig_708291	0	
U	GL116_UP_contig_50092	0	
U	GL74_DN_contig_2572989	0	
U	GL74_DN_contig_4418344	0	
U	GL74_DN_contig_4466445	0	
C	GL104_DN_contig_603447	2745673	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Aggregaviridae; Harrekavirus; Harrekavirus harreka; Olleya phage Harreka_1; 
U	GL106_DN_contig_303447	0	
U	GL106_DN_contig_660896	0	
U	GL106_DN_contig_4447	0	
C	GL106_DN_contig_16782	1837876	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Metrivirus; Metrivirus ME3; Acinetobacter phage vB_AbaM_ME3; 
U	GL106_DN_contig_19769	0	
U	GL106_DN_contig_28814	0	
U	GL106_DN_contig_38037	0	
C	GL106_DN_contig_48003	2948826	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Molycolviridae; Mollyvirus; 
U	GL106_DN_contig_48758	0	
C	GL106_DN_contig_64536	455364	Viruses; Varidnaviria; Bamfordvirae; Nucleocytoviricota; Megaviricetes; Algavirales; Phycodnaviridae; unclassified Phycodnaviridae; Chrysochromulina ericina virus; 
U	GL106_DN_contig_92447	0	
C	GL106_DN_contig_121669	455364	Viruses; Varidnaviria; Bamfordvirae; Nucleocytoviricota; Megaviricetes; Algavirales; Phycodnaviridae; unclassified Phycodnaviridae; Chrysochromulina ericina virus; 
C	GL106_DN_contig_165557	1327990	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Crassvirales; Steigviridae; Asinivirinae; Akihdevirus; Akihdevirus balticus; Cellulophaga phage phi14:2; 
U	GL106_DN_contig_222113	0	
U	GL106_DN_contig_287936	0	
C	GL106_DN_contig_346003	251749	Viruses; Varidnaviria; Bamfordvirae; Nucleocytoviricota; Megaviricetes; Algavirales; Phycodnaviridae; Prymnesiovirus; unclassified Prymnesiovirus; Phaeocystis globosa virus; 
U	GL106_DN_contig_381858	0	
U	GL106_DN_contig_400181	0	
C	GL106_DN_contig_470459	1837876	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Metrivirus; Metrivirus ME3; Acinetobacter phage vB_AbaM_ME3; 
U	GL106_DN_contig_545557	0	
U	GL106_DN_contig_555881	0	
U	GL106_DN_contig_573225	0	
U	GL106_DN_contig_582947	0	
U	GL106_DN_contig_600336	0	
U	GL106_DN_contig_642668	0	
U	GL106_DN_contig_654040	0	
C	GL106_UP_contig_2	1980937	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Emdodecavirus; 
C	GL106_UP_contig_244446	2731619	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; 
U	GL106_UP_contig_259514	0	
C	GL106_UP_contig_447592	455364	Viruses; Varidnaviria; Bamfordvirae; Nucleocytoviricota; Megaviricetes; Algavirales; Phycodnaviridae; unclassified Phycodnaviridae; Chrysochromulina ericina virus; 
C	GL106_UP_contig_492646	2946160	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Kyanoviridae; 
U	GL117_UP_contig_93336	0	
U	GL_15_Down_contig_1575889	0	
U	GL_15_Down_contig_2901172	0	
U	GL_15_Down_contig_3595719	0	
U	GL_15_Down_contig_4223287	0	
U	GL_15_Down_contig_10502535	0	
C	GL48_UP_contig_1849913	548688	Viruses; Duplodnaviria; Heunggongvirae; Peploviricota; Herviviricetes; Herpesvirales; Orthoherpesviridae; Gammaherpesvirinae; Percavirus; 
U	GL_53_Up_contig_5220140	0	
U	GL_90_UP_contig_34637	0	
U	GL_90_UP_contig_101980	0	
U	GL_90_UP_contig_680002	0	
C	GL93_DN_contig_41603	455364	Viruses; Varidnaviria; Bamfordvirae; Nucleocytoviricota; Megaviricetes; Algavirales; Phycodnaviridae; unclassified Phycodnaviridae; Chrysochromulina ericina virus; 
U	GL_99_UP_contig_303269	0	
U	GL_99_UP_contig_344358	0	
U	GL_99_UP_contig_368703	0	
U	GL_99_UP_contig_3388	0	
U	GL_R18_GL16_UP_2_contig_15092	0	
U	GL_R18_GL16_UP_2_contig_22915	0	
U	GL_R18_GL16_UP_2_contig_38601	0	
U	GL_R18_GL16_UP_2_contig_42474	0	
U	GL_R18_GL16_UP_2_contig_43640	0	
U	GL_R18_GL16_UP_2_contig_44551	0	
U	GL_R18_GL16_UP_2_contig_45055	0	
U	GL_R18_GL16_UP_2_contig_45502	0	
U	GL_R18_GL16_UP_2_contig_46101	0	
C	GL_R18_GL16_UP_2_contig_47736	455364	Viruses; Varidnaviria; Bamfordvirae; Nucleocytoviricota; Megaviricetes; Algavirales; Phycodnaviridae; unclassified Phycodnaviridae; Chrysochromulina ericina virus; 
U	GL_R18_GL16_UP_2_contig_48048	0	
U	GL_R18_GL16_UP_2_contig_57415	0	
U	GL_R18_GL16_UP_2_contig_59870	0	
C	GL_R18_GL16_UP_2_contig_60958	251749	Viruses; Varidnaviria; Bamfordvirae; Nucleocytoviricota; Megaviricetes; Algavirales; Phycodnaviridae; Prymnesiovirus; unclassified Prymnesiovirus; Phaeocystis globosa virus; 
U	GL_R18_GL16_UP_2_contig_61426	0	
U	GL_R18_GL16_UP_2_contig_61448	0	
U	GL_R18_GL16_UP_2_contig_62069	0	
C	GL_R18_GL16_UP_2_contig_63958	1586712	Viruses; Varidnaviria; Bamfordvirae; Nucleocytoviricota; Megaviricetes; Imitervirales; Mimiviridae; unclassified Mimiviridae; Yellowstone lake mimivirus; 
U	GL_R18_GL16_UP_2_contig_66870	0	
C	GL_R18_GL16_UP_2_contig_67513	455364	Viruses; Varidnaviria; Bamfordvirae; Nucleocytoviricota; Megaviricetes; Algavirales; Phycodnaviridae; unclassified Phycodnaviridae; Chrysochromulina ericina virus; 
C	GL_R18_GL16_UP_2_contig_67580	455364	Viruses; Varidnaviria; Bamfordvirae; Nucleocytoviricota; Megaviricetes; Algavirales; Phycodnaviridae; unclassified Phycodnaviridae; Chrysochromulina ericina virus; 
C	GL_R18_GL16_UP_2_contig_73092	455364	Viruses; Varidnaviria; Bamfordvirae; Nucleocytoviricota; Megaviricetes; Algavirales; Phycodnaviridae; unclassified Phycodnaviridae; Chrysochromulina ericina virus; 
U	GL_R18_GL16_UP_2_contig_87958	0	
U	GL_R18_GL16_UP_2_contig_100402	0	
U	GL_R18_GL16_UP_2_contig_108269	0	
U	GL_R18_GL16_UP_2_contig_118502	0	
U	GL_R18_GL16_UP_2_contig_122513	0	
U	GL_R18_GL16_UP_2_contig_131647	0	
U	GL_R19_GL16_UP_3_contig_85094	0	
U	GL_R19_GL16_UP_3_contig_91365	0	
U	GL_R58_GL46_UP_3_contig_2945	0	
U	GL_R80_GL56_UP_1_contig_188680	0	
U	GL_R80_GL56_UP_1_contig_303101	0	
