name	pMAG_diversity	pMAG_rich	3-HP 4-HB pathway	3-HP bi-cycle	Ammonia oxidation	Ass_Diss sulfate reduction	Assimilatory nitrate reduction	C1 metabolism/Methanogenesis	CO-Oxidation (C1 metabolism)	Calvin Cycle	Coenzyme M biosynthesis	Denitrification	Dissimilatory nitrate reduction	Dissimilatory nitrite reduction	Dissimilatory sulfate reduction	Formaldehyde assimilation	H2 oxidation	H2 oxidation/methene metabolism	Methane oxidation	Methanogenesis	Nit_Denitr_Dissimil_nitrate_red	Nitrification	Nitrogen fixation	Reductive citrate cycle	Sulfite oxidation	Thiosulfate oxidation SOX	Urea metabolism	Wood-Ljungdahl pathway	Autotrophy	Heterotrophy	Heterotrophy_aerobic_respiration	Heterotrophy_anaerobic_respiration	Heterotrophy_fermentation	Mixotrophy_Autotrophy-Phototrophy	Mixotrophy_Heterotrophy-Autotrophy	Mixotrophy_Heterotrophy-Phototrophy	Mixotrophy_Other	None	Phototrophy	Biofilm formation - Escherichia coli	Biofilm formation - Pseudomonas aeruginosa	Biofilm formation - Vibrio cholerae	Biotin Tranport	Biotin biosynthesis	Chemotaxis	Cobalamin biosynthesis	DMSP	Flagella	Pili	Quorum Sensing	Thiamine biosynthesis, prokaryotes	thiamine transporter	vitamin B12 transport	eMAG_diversity	eMAG_rich	algMAG_diversity	algMAG_rich	vMAG_diversity	vMAG_rich	site_c	water_temp_c	ph_p_h	do_mg_l_1	do_sat_saturation	conductivity_u_s_cm_1	turb_ntu	lat_sn_dd	lon_sn_dd	ele_sn_m	max_el_m	mean_el_m	sn_sp_dist_m	sn_sp_ele_m	gl_sa_km2	gl_cov_percent	gl_a_km2	chla_ug_g_1	n3_srp_ug_l_1	n4_nh4_ug_l_1	n5_no3_ug_l_1	n6_no2_ug_l_1	sba_cells_g_1
GL109_UP	4.266184838	271	0.226462574	0.016036505	0.006251684	0.052123328	0.018095564	0.084073817	0.120572471	0.031356322	0.005619527	0.019531153	0.009873709	0.025406957	0.013192955	0.030376105	2.96E-04	0	6.01E-05	0	0.028827843	0.005751073	0.001616399	0.135827625	0.015422782	0.077244121	0.071270893	0.0013731	0.023936087	0.027520201	0.23575135	0.020725845	0.003711631	0.013984876	0.553645445	0.08144261	0.015171871	0.024076449	3.36E-05	0.136859376	0.191277429	0.237861776	0.00151754	0.021695449	0.098163426	0.042233979	0.020176754	0.162881584	0.025648914	5.44E-03	0.044107496	0.013633744	0.003888102	1.715809566	6	1.991481389	8	5.450430224	827	Nepal	0.139761942	2.340362457	2.558002205	4.988389685	5.635503634	5.004842548	28.6391	84.0433	8.311521121	8.853593997	8.540519017	4.987025428	2.862200881	0.227135573	-1.427116356	1.795249372	-6.195462059	0.242946179	2.364620484	4.640247713	1.009781075	13.2409641
GL111_DN	4.887909567	397	0.23393002	0.0119261	0.008042681	0.049860508	0.023988469	0.087004837	0.085812026	0.030005485	0.004964179	0.019938654	0.008308793	0.030868705	0.00801897	0.035300137	0.001499281	0	1.78E-04	0	0.040617915	0.006645695	0.00154407	0.12760447	0.011925444	0.070611223	0.098297936	0.00137548	0.021435368	0.035415724	0.294585745	0.019845816	0.0195547	0.059432913	0.441719453	0.031276438	0.052589305	0.024099602	4.49E-05	0.122744014	0.207272285	0.22340311	0.001375828	0.024365363	0.128610478	0.045050785	0.016640095	0.137952074	0.026619785	1.32E-02	0.054389761	0.008453308	0.002991152	0	1	0	1	5.440882677	947	Nepal	-2.995732274	2.344014903	2.430978308	4.97535348	6.710766685	2.031145855	28.7789	83.9539	8.582325286	8.807845847	8.675563527	6.389401389	4.757891273	0.42199441	-0.916290732	1.405930553	-4.733869501	0.527682741	4.557239652	3.861781789	0.288931292	16.6339323
GL114_DN	4.300499071	292	0.222238689	0.011531879	0.00585727	0.053375383	0.022773887	0.107432265	0.086223658	0.039121594	0.00483236	0.021060417	0.006924791	0.03602997	0.017818574	0.031396278	5.74E-05	0	1.45E-04	0	0.022904253	0.004985071	8.21E-04	0.122455991	0.021047256	0.101683217	0.056043123	6.59E-04	0.044553045	0.021211801	0.262831833	0.029196425	0.001565906	0.006901862	0.546232277	0.046066154	0.015715228	0.025712223	1.32E-05	0.127103592	0.185663945	0.244154142	0.00111812	0.021317286	0.111056777	0.041328021	0.016020192	0.168712881	0.027017718	1.16E-03	0.040554556	0.012016054	0.003925114	0.65597389	2	0.889754479	3	4.799253581	911	Nepal	0.97455964	2.334471282	2.396985768	4.974662634	6.304814366	1.821446742	28.7729	83.9963	8.559198486	8.79883204	8.690978417	5.55101972	5.461710913	0.852285402	-0.371063681	1.265221043	-9.536763273	0.178146185	2.69934576	4.312944473	-0.015113638	14.97413169
GL114_UP	4.398148645	291	0.224155036	0.008629794	0.010829314	0.055287441	0.020926038	0.091817767	0.079888074	0.040891885	0.004945262	0.025416974	0.007224098	0.034502206	0.026205568	0.030243598	2.01E-04	0	4.20E-05	0	0.037914618	0.004997507	0.001407881	0.109843423	0.021980681	0.095353781	0.064741446	0.001109095	0.038950627	0.021888913	0.289075231	0.037594502	0.002789503	0.009591462	0.527643066	0.035605721	0.016209172	0.020630996	2.08E-05	0.123239404	0.195121307	0.247589866	0.001096488	0.021297954	0.111447379	0.047565012	0.015596659	0.146884196	0.029517658	2.18E-03	0.044119446	0.011704139	0.004798656	1.346132884	10	1.182089859	4	5.315097951	731	Nepal	0.667829373	2.336213274	2.415020522	4.981549713	6.38553161	1.470214005	28.7729	83.9963	8.559198486	8.79883204	8.690978417	3.749504076	4.548599834	0.852285402	-0.274436846	1.170720214	-7.660546312	0.460584407	2.508785924	4.470952844	0.633927821	15.08447843
GL115_DN	5.064085182	457	0.224144895	0.009950265	0.01127596	0.051269135	0.035072444	0.071124862	0.109771146	0.027519484	0.01894597	0.024007867	0.00647144	0.028864127	1.70E-04	0.035840179	0.004494439	0	9.46E-06	0	0.029221159	0.012811141	0.001276929	0.146268011	0.007182258	0.031129154	0.108650118	0.003608231	0.029191484	0.116971146	0.159979326	0.003121817	0.001722981	0.180963379	0.34687063	0.027896255	0.062562655	0.0706093	1.11E-04	0.126308143	0.219580695	0.181151244	0.003200436	0.021788765	0.121135483	0.043005247	0.01141683	0.174199471	0.049604453	2.35E-02	0.040892648	0.006384454	0.001096924	2.263086062	16	2.635820601	21	5.652954826	981	Nepal	2.034705648	2.288080407	2.3580198	4.985659308	3.258096538	1.041786878	27.8311	86.8343	8.486424658	8.818852131	8.65434303	6.560323202	5.570251082	1.872571112	-1.30933332	3.280355798	-1.437970209	1.760440786	2.385086315	4.426282726	-0.25489225	14.95256343
GL115_UP	5.319687742	502	0.260855835	0.021376326	0.004001942	0.048017036	0.024630578	0.071150891	0.103467019	0.014945234	0.012401179	0.022752052	0.009032095	0.027009055	2.24E-04	0.034811517	8.51E-04	0	9.53E-06	0	0.025262037	0.005888958	0.00123807	0.148149124	0.013858138	0.067606056	0.077625156	0.002515353	0.018038508	0.108629758	0.302096475	0.003352662	0.001985536	0.05172578	0.3618754	0.023508759	0.083383563	0.045239758	1.64E-04	0.127139073	0.195444755	0.207491743	0.001923624	0.016359655	0.126915841	0.037032386	0.018756936	0.18143069	0.030659912	2.86E-02	0.047177139	0.007341797	0.002040311	1.989917281	8	1.559316662	5	5.71865123	1210	Nepal	-0.287682072	2.270061901	2.463853241	4.97535348	3.27336401	3.170351325	27.8311	86.8343	8.486424658	8.818852131	8.65434303	6.524296251	4.649187071	1.872571112	-1.171182982	3.159877979	-2.844476345	0.024692613	3.289147878	5.003677814	0.408792898	15.21022554
GL116_DN	4.650002034	402	0.295881988	0.023922948	0.010882647	0.045427465	0.017150371	0.075768126	0.079813381	0.011902339	0.006065065	0.01744219	0.004416997	0.022648298	0.001603919	0.03529566	2.48E-04	0	3.07E-05	0	0.027340543	0.006734544	0.001912135	0.135632716	0.019850957	0.082758835	0.074002252	9.76E-04	0.014234031	0.046189514	0.495792055	0.004416421	0.003578586	0.018455461	0.28691705	0.0356499	0.018271704	0.076483349	1.19E-05	0.116361031	0.178389189	0.25273062	6.27E-04	0.021074286	0.108087494	0.042659294	0.024575493	0.169378303	0.027902936	8.91E-03	0.040488106	0.013826628	0.003810716	2.250949259	16	2.406743861	17	5.715236354	1370	Nepal	0.854415328	2.295359048	2.423917378	4.982921456	3.63758616	4.072339892	27.9014	86.8792	8.52605382	9.027078373	8.682538124	7.459626872	5.688668837	2.346123395	-0.733969175	3.145608115	-4.139868908	0.347129531	2.753660712	4.752468873	-1.63475572	14.08187549
GL116_UP	4.516410941	372	0.326900235	0.013514718	0.004416424	0.043993348	0.019193014	0.070415011	0.075473636	0.01290732	0.005589536	0.01216464	0.005389392	0.026367211	0.00175436	0.035257314	2.35E-04	0	2.60E-04	0	0.019708428	0.004921804	5.28E-04	0.111074913	0.030037309	0.106454697	0.070785319	5.92E-04	0.01445255	0.062689196	0.409927112	0.003184882	0.010403571	0.017236575	0.316047319	0.016269192	0.027578113	0.122189112	2.24E-05	0.112789649	0.180218226	0.255771163	9.73E-04	0.01771767	0.117746161	0.048891542	0.02407214	0.146787776	0.03621712	2.80E-03	0.042571684	0.011197523	0.005018635	2.212174541	17	2.526218001	23	5.381558524	1236	Nepal	-0.287682072	2.414662996	2.428336298	4.959342	3.563882964	4.217732601	27.9014	86.8792	8.52605382	9.027078373	8.682538124	6.736373662	4.686750173	2.346123395	-0.713349888	3.13244915	-3.383261024	0.053540767	2.622492313	4.721084811	0.194744077	14.00881606
GL117_DN	4.742329242	368	0.290103766	0.009234086	0.004712779	0.049832992	0.027044507	0.059515152	0.071473345	0.026726071	0.010362046	0.017860444	0.004447717	0.0316006	0.001839511	0.037716349	0.004043412	0	6.38E-05	0	0.028681708	0.008148548	0.001412983	0.142906856	0.01892513	0.067123147	0.083467036	0.00112594	0.010753942	0.037717187	0.340708706	0.002672625	0.036586641	0.190114494	0.243273589	0.030267786	0.021558067	0.086316024	3.09E-05	0.117550996	0.218467006	0.214091694	0.002215873	0.029660253	0.105707053	0.057369588	0.017624616	0.108211235	0.058148755	2.66E-03	0.05778156	0.00955935	0.003585432	2.054883638	10	2.591389691	18	5.705240973	1212	Nepal	0.139761942	2.327960399	2.385086315	4.950177325	4.094344562	3.15129139	27.9153	86.8665	8.560731493	8.993116763	8.682029434	7.809744226	5.705447754	1.600397168	-0.994252273	2.667510806	-4.573785091	-0.168418652	2.753660712	4.786908239	-0.486133011	14.80997476
GL117_UP	5.019759793	447	0.21781415	0.011880111	0.013240331	0.060010608	0.026224842	0.102643425	0.099703301	0.025950062	0.013705281	0.02688835	0.006021095	0.031915592	0.002026837	0.035267352	0.001640438	0	2.83E-05	0	0.035200159	0.007475486	0.001067077	0.135439234	0.010504414	0.049288349	0.081890493	0.002352999	0.027939579	0.042826624	0.274646199	0.006424303	0.004043499	0.053105805	0.454256696	0.019114362	0.015466216	0.102135057	4.17E-05	0.122371103	0.197825837	0.224474509	0.00130213	0.025643595	0.120375305	0.035567527	0.013173899	0.175721886	0.027431947	4.19E-03	0.046441652	0.007340363	0.002288356	1.373962345	24	2.264668451	22	5.921939237	1294	Nepal	0.438254931	2.349086927	2.410542234	4.971894466	4.080921542	3.040962776	27.9153	86.8665	8.560731493	8.993116763	8.682029434	6.26053703	5.156177599	1.600397168	-0.967584026	2.665654747	-4.228253535	0.014888612	2.618125494	4.749357106	1.608437412	14.26949426
GL119_DN	4.678951861	459	0.224469379	0.012355426	0.018870612	0.048644285	0.031512916	0.071539655	0.111458585	0.028675437	0.012779528	0.028103161	0.008329721	0.029194515	5.58E-04	0.033786339	0.003425852	0	3.08E-05	0	0.043052947	0.008739293	0.001952381	0.135415233	0.007741878	0.043425199	0.091110245	0.002321711	0.023296758	0.064121806	0.26019955	0.001378304	0.002614188	0.192204423	0.352367341	0.017076238	0.031921419	0.054802595	1.74E-05	0.124084409	0.206779702	0.19544991	0.002188586	0.020802582	0.131147983	0.04595934	0.011647509	0.173886026	0.040577631	2.44E-02	0.039510955	0.006448718	0.00127299	2.184752937	17	2.342182894	21	5.486822618	1309	Nepal	1.695615609	2.287369927	2.404238747	4.988389685	4.21508618	3.398458635	27.9141	86.7999	8.440420133	8.829006743	8.613775289	6.492997124	6.323462503	0.515813165	-1.108662625	1.706599468	-0.654751284	0.062974799	3.100542638	4.79785453	0.227135573	15.02754937
GL119_UP	4.477604172	400	0.222901013	0.009438756	0.005695719	0.04894595	0.039250288	0.057982057	0.086680575	0.048498251	0.011944208	0.013774029	0.005116913	0.035604377	6.40E-04	0.036197597	0.008361407	0	1.21E-05	1.10E-06	0.020243586	0.015968796	0.002134832	0.107061383	0.012600533	0.05933445	0.146874327	0.00247621	0.011283017	0.057467489	0.150878778	8.12E-04	0.001223075	0.417505097	0.249752916	0.016411758	0.025645878	0.069011772	8.29E-06	0.120425142	0.221855125	0.193265983	0.002575216	0.025431311	0.10706931	0.057237806	0.01268854	0.132087137	0.071524484	1.26E-02	0.046385386	0.007123868	0.002204574	2.064164669	18	2.566011199	28	5.160745156	1187	Nepal	1.53686722	2.201659174	2.342766883	4.916324615	4.220977213	3.658785129	27.9141	86.7999	8.440420133	8.829006743	8.613775289	5.391352233	6.046189447	0.515813165	-0.967584026	1.570100024	-1.066431215	0.340037303	2.885917408	4.758663507	-0.588787165	13.8999554
GL11_Down	4.554933756	397	0.207663582	0.020008075	0.004285347	0.05290537	0.02281007	0.110703508	0.096625897	0.04225802	0.006995217	0.015183762	0.011610651	0.036985182	8.25E-04	0.032722312	1.23E-04	0	1.56E-04	0	0.019986327	0.008934662	7.26E-04	0.096140617	0.011944367	0.084460214	0.111854242	8.83E-04	0.02583484	0.093468028	0.195459947	0.00137288	5.88E-04	0.047527212	0.54067302	0.012107309	0.021479573	0.061429841	5.96E-05	0.123651015	0.192897266	0.232275569	0.001678081	0.030242567	0.111123384	0.040890865	0.014730813	0.169082232	0.0251468	5.94E-03	0.052185206	0.0037107	0.002326121	1.503048992	5	1.740608023	11	5.305647645	988	New_Zealand	1.695615609	2.506341931	2.651127054	4.978112102	2.954910279	0.667829373	-44.465	168.624	7.570185487	7.840903128	7.73280753	6.348264483	5.427150238	-0.832409248	-0.527632742	-0.248461359	-3.644193166	NA	NA	NA	NA	18.19936521
GL11_UP	4.439573585	392	0.202302209	0.02236681	0.00406362	0.049925085	0.021409248	0.107878313	0.095850179	0.047628185	0.005823399	0.013337892	0.011605279	0.036581651	0.001048267	0.031359344	1.02E-04	0	1.99E-04	3.03E-08	0.02273184	0.008836956	7.54E-04	0.086635958	0.014222176	0.09540388	0.114837521	8.35E-04	0.017789955	0.110483843	0.172499565	8.48E-04	5.60E-04	0.061644312	0.553651772	0.013683906	0.023067021	0.045664702	1.07E-04	0.120693545	0.197900719	0.239121154	0.001020785	0.027215385	0.113929087	0.04156136	0.013393066	0.160155096	0.027401439	5.33E-03	0.052068721	0.003084331	0.002402011	1.256684393	5	1.824071013	10	5.286337893	1187	New_Zealand	1.08180517	2.506341931	2.67896462	4.972587226	2.687847494	1.423108334	-44.465	168.624	7.570185487	7.840903128	7.73280753	5.769882276	4.840242308	-0.832409248	-0.415515444	-0.356674944	-4.559788491	1.815638743	3.333988632	2.063058062	NA	18.12088999
GL121_DN	5.081328682	423	0.230770967	0.012274936	0.025176612	0.046545947	0.029177752	0.065757705	0.072019147	0.031797574	0.009196358	0.026465766	0.009028959	0.028007094	2.01E-04	0.035311818	0.002828298	0	4.20E-05	0	0.079707234	0.006981535	9.86E-04	0.124606024	0.011776541	0.04536338	0.100872632	0.002832891	0.01932873	0.034615347	0.256116701	0.002597159	0.002588097	0.174726143	0.399678628	0.033362051	0.029754762	0.047172625	5.98E-05	0.124035171	0.227022245	0.205849613	0.002002425	0.023235189	0.126504985	0.040415486	0.013943601	0.142105108	0.039210526	7.63E-03	0.048553358	0.005266715	0.001779233	1.580353374	5	1.024439408	3	5.589902674	1176	Kirghizistan	1.238374231	2.328934868	2.526528324	4.979488565	4.151039906	2.92730567	42.50505	74.50538	8.179059575	8.506031127	8.362875831	6.422434946	4.283586562	1.546498113	-0.994252273	2.628063547	-3.301957207	0.579418415	2.83085763	6.253040039	2.729485482	17.80925442
